time,pm_pred,stator_yoke_pred,stator_tooth_pred,stator_winding_pred
62.5,37.68269,39.282936,39.121655,41.341908
63.0,37.68388,39.284653,39.123734,41.337715
63.5,37.684856,39.286407,39.125843,41.333244
64.0,37.685017,39.2885,39.12845,41.32973
64.5,37.684803,39.291183,39.131935,41.32864
65.0,37.686203,39.294556,39.136463,41.330402
65.5,37.68919,39.29857,39.14197,41.334927
66.0,37.693058,39.302944,39.148014,41.34095
66.5,37.69695,39.307343,39.15407,41.34698
67.0,37.700924,39.311825,39.16022,41.353157
67.5,37.705433,39.31663,39.166817,41.36027
68.0,37.710575,39.32186,39.17397,41.36847
68.5,37.716297,39.327557,39.18169,41.377644
69.0,37.72229,39.33357,39.189796,41.38729
69.5,37.72816,39.339672,39.198013,41.396816
70.0,37.73412,39.34591,39.2064,41.40651
70.5,37.740566,39.352425,39.215122,41.41697
71.0,37.74772,39.359318,39.224285,41.428505
71.5,37.755714,39.366684,39.233974,41.441273
72.0,37.764194,39.37437,39.243996,41.45472
72.5,37.772648,39.382122,39.254074,41.46811
73.0,37.780838,39.38976,39.264034,41.48112
73.5,37.788574,39.39711,39.273697,41.49349
74.0,37.795906,39.40422,39.2831,41.50528
74.5,37.803104,39.41128,39.29245,41.51687
75.0,37.8102,39.418343,39.301796,41.528305
75.5,37.8171,39.425346,39.311073,41.53944
76.0,37.823765,39.432278,39.320267,41.55021
76.5,37.83018,39.43914,39.329372,41.5606
77.0,37.83625,39.445843,39.33831,41.57048
77.5,37.841785,39.45225,39.346924,41.57957
78.0,37.846817,39.458324,39.355152,41.5879
78.5,37.85141,39.464058,39.362957,41.595505
79.0,37.85553,39.469406,39.37025,41.60225
79.5,37.859077,39.474323,39.37694,41.607933
80.0,37.86201,39.47883,39.38305,41.61248
80.5,37.864445,39.483036,39.388744,41.61615
81.0,37.866856,39.4872,39.394405,41.619812
81.5,37.869816,39.491615,39.40043,41.62443
82.0,37.87342,39.496376,39.406933,41.630165
82.5,37.877594,39.50151,39.413944,41.636894
83.0,37.882442,39.50707,39.421494,41.64474
83.5,37.888058,39.51306,39.42959,41.653816
84.0,37.8943,39.51939,39.438103,41.663895
84.5,37.90094,39.52591,39.446865,41.674614
85.0,37.907894,39.5326,39.45583,41.685825
85.5,37.91518,39.53952,39.465054,41.697533
86.0,37.922512,39.546535,39.474373,41.709297
86.5,37.92948,39.553436,39.483566,41.720524
87.0,37.935905,39.56016,39.492546,41.730927
87.5,37.941795,39.56677,39.501373,41.740482
88.0,37.947586,39.57346,39.510258,41.74981
88.5,37.953766,39.58045,39.51942,41.75959
89.0,37.96052,39.58778,39.52892,41.77016
89.5,37.967865,39.59538,39.538715,41.781612
90.0,37.975464,39.60306,39.548622,41.79348
90.5,37.982933,39.610657,39.558456,41.805187
91.0,37.990112,39.618088,39.568123,41.816505
91.5,37.99694,39.625313,39.577587,41.827343
92.0,38.0032,39.632206,39.586704,41.837368
92.5,38.008553,39.638557,39.595234,41.846066
93.0,38.012856,39.64434,39.603127,41.853203
93.5,38.016216,39.649666,39.61053,41.858967
94.0,38.01897,39.654705,39.61764,41.863857
94.5,38.0214,39.659576,39.62456,41.868275
95.0,38.02355,39.664265,39.631268,41.87225
95.5,38.025272,39.668674,39.6376,41.875504
96.0,38.02613,39.672577,39.643227,41.87726
96.5,38.025574,39.6757,39.647766,41.876526
97.0,38.025536,39.67831,39.651573,41.874165
97.5,38.02537,39.680943,39.6554,41.872
98.0,38.02465,39.683796,39.659496,41.87073
98.5,38.024452,39.68684,39.6638,41.87031
99.0,38.024597,39.689957,39.66813,41.870304
99.5,38.024815,39.69303,39.67234,41.87028
100.0,38.024963,39.695965,39.676292,41.869946
100.5,38.02484,39.69863,39.679756,41.868835
101.0,38.02416,39.700893,39.682503,41.866257
101.5,38.024353,39.702698,39.684452,41.86179
102.0,38.02566,39.70397,39.685406,41.85887
102.5,38.028423,39.70459,39.685036,41.859333
103.0,38.032513,39.70462,39.6846,41.863007
103.5,38.037518,39.704247,39.68506,41.86897
104.0,38.04285,39.703716,39.68594,41.875984
104.5,38.04791,39.70328,39.686775,41.882767
105.0,38.052055,39.703205,39.68706,41.88795
105.5,38.054726,39.70369,39.686356,41.890293
106.0,38.05589,39.70478,39.686207,41.88939
106.5,38.05566,39.70648,39.687344,41.88511
107.0,38.05519,39.708557,39.68933,41.881645
107.5,38.054577,39.71063,39.691452,41.878326
108.0,38.054073,39.712585,39.69348,41.874634
108.5,38.053806,39.71445,39.69543,41.870647
109.0,38.05424,39.716022,39.69692,41.866108
109.5,38.05607,39.717003,39.69737,41.864357
110.0,38.05964,39.717247,39.696484,41.866188
110.5,38.06506,39.71671,39.69678,41.871925
111.0,38.072052,39.7155,39.698437,41.881268
111.5,38.0803,39.713764,39.701347,41.893906
112.0,38.089565,39.71199,39.705215,41.90906
112.5,38.09934,39.710445,39.7094,41.925087
113.0,38.10931,39.708984,39.71354,41.941036
113.5,38.119366,39.707565,39.717503,41.956593
114.0,38.12931,39.70609,39.721104,41.97128
114.5,38.138893,39.70445,39.72414,41.984596
115.0,38.148457,39.70279,39.72696,41.99744
115.5,38.15873,39.701454,39.73027,42.01162
116.0,38.170044,39.70058,39.734467,42.0281
116.5,38.182518,39.700222,39.739742,42.047386
117.0,38.1958,39.70022,39.745895,42.06893
117.5,38.209373,39.700344,39.75257,42.09177
118.0,38.22311,39.700542,39.759544,42.11533
118.5,38.236828,39.700745,39.766453,42.138702
119.0,38.250664,39.701008,39.7734,42.162167
119.5,38.265095,39.701538,39.78086,42.186996
120.0,38.27991,39.702232,39.788757,42.212948
120.5,38.29462,39.702877,39.79674,42.239082
121.0,38.30953,39.703606,39.80508,42.266136
121.5,38.325275,39.704678,39.814316,42.295605
122.0,38.341747,39.70603,39.824398,42.32737
122.5,38.35853,39.707493,39.83503,42.360638
123.0,38.375755,39.709114,39.8463,42.395653
123.5,38.393715,39.711018,39.858383,42.43294
124.0,38.412548,39.71327,39.87133,42.472645
124.5,38.432255,39.715874,39.885082,42.51458
125.0,38.452522,39.718723,39.89932,42.557854
125.5,38.47291,39.721638,39.913635,42.601303
126.0,38.49341,39.724598,39.92807,42.645065
126.5,38.514294,39.72769,39.942974,42.690163
127.0,38.534885,39.730637,39.95779,42.73502
127.5,38.554047,39.73298,39.971565,42.776905
128.0,38.57169,39.73469,39.98419,42.815502
128.5,38.588158,39.735924,39.99592,42.851547
129.0,38.60394,39.736877,40.007187,42.886272
129.5,38.619606,39.73776,40.018536,42.92124
130.0,38.635437,39.738678,40.030186,42.95708
130.5,38.65147,39.739662,40.042114,42.993717
131.0,38.66785,39.740788,40.054325,43.03112
131.5,38.68462,39.742104,40.066708,43.068943
132.0,38.701527,39.743523,40.07895,43.10628
132.5,38.7182,39.7449,40.090664,43.142048
133.0,38.734955,39.746365,40.10212,43.177
133.5,38.752552,39.748234,40.114002,43.213085
134.0,38.771816,39.750847,40.127068,43.25241
134.5,38.793495,39.754505,40.14205,43.297077
135.0,38.817158,39.759033,40.1586,43.34611
135.5,38.8418,39.76404,40.175808,43.3969
136.0,38.867523,39.76956,40.19379,43.449795
136.5,38.894344,39.775627,40.212486,43.504612
137.0,38.92231,39.782272,40.231926,43.561382
137.5,38.95147,39.78953,40.252125,43.620182
138.0,38.981293,39.797134,40.272736,43.68005
138.5,39.01115,39.80477,40.293343,43.739845
139.0,39.04107,39.812447,40.313984,43.799694
139.5,39.071285,39.820274,40.33483,43.86006
140.0,39.10151,39.828117,40.35566,43.920326
140.5,39.131535,39.835854,40.376396,43.980316
141.0,39.161385,39.843513,40.397015,44.039936
141.5,39.191322,39.851227,40.41769,44.099655
142.0,39.22162,39.85913,40.438618,44.160004
142.5,39.252415,39.8673,40.45987,44.22119
143.0,39.28361,39.875683,40.481396,44.283066
143.5,39.31505,39.884193,40.50309,44.345367
144.0,39.346672,39.892815,40.52487,44.407833
144.5,39.378418,39.901558,40.546608,44.470055
145.0,39.410435,39.9105,40.56832,44.532074
145.5,39.443146,39.91986,40.59036,44.59484
146.0,39.47651,39.929623,40.612633,44.658104
146.5,39.510265,39.93967,40.63487,44.7211
147.0,39.544014,39.949795,40.65679,44.783096
147.5,39.577263,39.959736,40.678043,44.843163
148.0,39.610394,39.969654,40.699017,44.902363
148.5,39.64399,39.979847,40.720264,44.962223
149.0,39.677967,39.99024,40.741837,45.022934
149.5,39.71225,40.000755,40.763847,45.084827
150.0,39.746494,40.01126,40.785828,45.146595
150.5,39.779263,40.021088,40.806244,45.20404
151.0,39.810364,40.030125,40.82497,45.256947
151.5,39.840908,40.038902,40.84318,45.308414
152.0,39.871822,40.047855,40.86185,45.36105
152.5,39.903675,40.05724,40.88158,45.41651
153.0,39.936317,40.067013,40.90208,45.474007
153.5,39.969532,40.0771,40.923004,45.532574
154.0,40.003586,40.087643,40.944515,45.592636
154.5,40.038628,40.098732,40.966713,45.654457
155.0,40.07422,40.110134,40.98927,45.717163
155.5,40.10922,40.12126,41.011177,45.77806
156.0,40.142708,40.13166,41.031616,45.83496
156.5,40.174274,40.14112,41.05019,45.886906
157.0,40.20395,40.149654,41.06687,45.933918
157.5,40.23189,40.157352,41.081753,45.976334
158.0,40.258102,40.164215,41.09483,46.01421
158.5,40.28247,40.170185,41.106033,46.047478
159.0,40.30557,40.17555,41.11596,46.077614
159.5,40.328438,40.18081,41.12565,46.107113
160.0,40.351723,40.186275,41.135788,46.137638
160.5,40.37585,40.192154,41.14685,46.170345
161.0,40.400375,40.198227,41.158382,46.204136
161.5,40.424145,40.20393,41.169243,46.23623
162.0,40.446835,40.209103,41.179134,46.265896
162.5,40.468746,40.2139,41.188316,46.293793
163.0,40.49015,40.218456,41.19705,46.320568
163.5,40.511314,40.222897,41.205616,46.34688
164.0,40.532158,40.22718,41.21392,46.372528
164.5,40.552284,40.231113,41.2216,46.39662
165.0,40.571766,40.234734,41.228752,46.419422
165.5,40.591084,40.238266,41.235855,46.442024
166.0,40.610565,40.24189,41.243122,46.464996
166.5,40.63022,40.24561,41.25044,46.488117
167.0,40.650272,40.24953,41.258053,46.51197
167.5,40.67127,40.25392,41.266514,46.537876
168.0,40.693577,40.25896,41.276268,46.566917
168.5,40.71755,40.264805,41.287743,46.600163
169.0,40.742786,40.271267,41.300518,46.636616
169.5,40.76824,40.277843,41.31351,46.673557
170.0,40.793262,40.284225,41.326027,46.709274
170.5,40.81735,40.29016,41.33752,46.742462
171.0,40.840374,40.2956,41.34783,46.77279
171.5,40.862503,40.30063,41.35708,46.800606
172.0,40.88344,40.305084,41.365074,46.825478
172.5,40.902702,40.308727,41.371517,46.846695
173.0,40.92087,40.311832,41.37695,46.865536
173.5,40.938942,40.3149,41.38224,46.884037
174.0,40.957294,40.318115,41.387768,46.90305
174.5,40.975838,40.321434,41.39349,46.92248
175.0,40.99434,40.324726,41.39928,46.941982
175.5,41.012554,40.32787,41.405006,46.961185
176.0,41.030067,40.330658,41.410294,46.97923
176.5,41.046326,40.332817,41.414623,46.994896
177.0,41.061813,40.334595,41.418427,47.009216
177.5,41.07776,40.336594,41.42283,47.024826
178.0,41.09419,40.338833,41.427795,47.041695
178.5,41.110172,40.34085,41.43244,47.057735
179.0,41.125443,40.342518,41.43659,47.072487
179.5,41.1403,40.34398,41.440598,47.086765
180.0,41.155174,40.345444,41.44491,47.10159
180.5,41.17053,40.347134,41.449978,47.11808
181.0,41.186264,40.349003,41.45567,47.135925
181.5,41.201736,40.350746,41.461327,47.153564
182.0,41.216843,40.352314,41.466904,47.17087
182.5,41.23198,40.35389,41.47283,47.18889
183.0,41.247612,40.355686,41.47962,47.208916
183.5,41.26425,40.357914,41.487827,47.23245
184.0,41.281548,40.36043,41.496952,47.258266
184.5,41.29819,40.36266,41.505558,47.282646
185.0,41.313377,40.364216,41.51296,47.303833
185.5,41.32709,40.3651,41.519276,47.322098
186.0,41.339573,40.365425,41.524742,47.33804
186.5,41.351093,40.365322,41.529583,47.35223
187.0,41.361805,40.36486,41.53395,47.36508
187.5,41.371857,40.36411,41.53802,47.377033
188.0,41.381664,40.36325,41.54212,47.388966
188.5,41.391685,40.362488,41.546593,47.401802
189.0,41.40221,40.361946,41.551662,47.416176
189.5,41.413437,40.361706,41.55749,47.432533
190.0,41.42556,40.361847,41.564266,47.451397
190.5,41.438805,40.362457,41.57221,47.4734
191.0,41.45297,40.36346,41.581017,47.49773
191.5,41.467354,40.364582,41.589924,47.52231
192.0,41.481533,40.36563,41.59855,47.54609
192.5,41.49542,40.366566,41.606857,47.568996
193.0,41.509377,40.367554,41.615112,47.591747
193.5,41.523838,40.368782,41.623596,47.61511
194.0,41.539036,40.37035,41.632633,47.639965
194.5,41.555313,40.37237,41.642723,47.667664
195.0,41.57275,40.37489,41.65394,47.698425
195.5,41.59104,40.37779,41.665905,47.731224
196.0,41.60972,40.380844,41.678284,47.765137
196.5,41.628464,40.383904,41.69093,47.79977
197.0,41.647594,40.387093,41.70414,47.835983
197.5,41.667606,40.390606,41.718346,47.87502
198.0,41.68872,40.394505,41.733788,47.917618
198.5,41.71094,40.398746,41.75053,47.964073
199.0,41.733826,40.40314,41.768173,48.013252
199.5,41.75696,40.40752,41.786377,48.0642
200.0,41.780357,40.41195,41.804985,48.116364
200.5,41.803642,40.41641,41.823368,48.167736
201.0,41.826702,40.420815,41.841515,48.21831
201.5,41.849945,40.425224,41.860012,48.27
202.0,41.87326,40.429604,41.878746,48.32245
202.5,41.896473,40.433926,41.89747,48.374836
203.0,41.919,40.438015,41.91557,48.425312
203.5,41.940296,40.44166,41.93252,48.472343
204.0,41.9602,40.444775,41.94829,48.5159
204.5,41.978992,40.447422,41.963276,48.55719
205.0,41.997284,40.44983,41.978012,48.597797
205.5,42.01566,40.452232,41.992966,48.63906
206.0,42.0344,40.454765,42.008266,48.68132
206.5,42.053448,40.45746,42.023727,48.72396
207.0,42.072834,40.460358,42.03928,48.76674
207.5,42.092617,40.463493,42.05492,48.809612
208.0,42.112457,40.4667,42.070477,48.852177
208.5,42.132153,40.46984,42.085968,48.89455
209.0,42.15149,40.4728,42.101288,48.93646
209.5,42.17019,40.47547,42.116226,48.977287
210.0,42.18827,40.47786,42.130802,49.017097
210.5,42.2059,40.480034,42.145153,49.0563
211.0,42.22311,40.482014,42.15929,49.094902
211.5,42.239838,40.48379,42.17309,49.132538
212.0,42.25639,40.485485,42.18683,49.170006
212.5,42.27331,40.48727,42.201015,49.208813
213.0,42.290462,40.48909,42.21555,49.2487
213.5,42.307434,40.490803,42.230076,49.2886
214.0,42.324406,40.492504,42.244667,49.32869
214.5,42.34166,40.494328,42.259453,49.36929
215.0,42.359207,40.4963,42.274376,49.410217
215.5,42.376976,40.498398,42.289345,49.451168
216.0,42.395107,40.50071,42.304436,49.49235
216.5,42.41383,40.503323,42.319794,49.53418
217.0,42.433434,40.506367,42.33565,49.57729
217.5,42.454174,40.50995,42.35222,49.622326
218.0,42.475544,40.51391,42.36896,49.66765
218.5,42.496483,40.517822,42.384834,49.7103
219.0,42.516518,40.52145,42.399506,49.74941
219.5,42.535824,40.524834,42.413265,49.785862
220.0,42.55437,40.52795,42.426117,49.81971
220.5,42.571888,40.530663,42.437828,49.850334
221.0,42.588673,40.533092,42.44873,49.878704
221.5,42.605446,40.535538,42.459583,49.906883
222.0,42.622055,40.537945,42.47019,49.93435
222.5,42.637566,40.539886,42.479603,49.958584
223.0,42.651436,40.5411,42.487274,49.978233
223.5,42.663425,40.54146,42.49297,49.992825
224.0,42.674347,40.541344,42.497574,50.00459
224.5,42.685745,40.54146,42.502644,50.0175
225.0,42.697685,40.541836,42.50833,50.031918
225.5,42.70934,40.542095,42.51387,50.04588
226.0,42.72086,40.54231,42.519344,50.059612
226.5,42.732952,40.542786,42.525303,50.0746
227.0,42.74522,40.543354,42.531265,50.089615
227.5,42.75634,40.543385,42.535927,50.101395
228.0,42.766235,40.54284,42.539257,50.10991
228.5,42.775772,40.542137,42.542084,50.11723
229.0,42.785126,40.541363,42.544704,50.124012
229.5,42.79419,40.540462,42.54715,50.130295
230.0,42.803017,40.539467,42.549553,50.136353
230.5,42.811737,40.538437,42.552067,50.142574
231.0,42.82046,40.53742,42.554836,50.149323
231.5,42.829323,40.536465,42.55803,50.15702
232.0,42.83839,40.535606,42.56172,50.16591
232.5,42.84773,40.534866,42.56598,50.176167
233.0,42.856945,40.534077,42.570286,50.186485
233.5,42.864975,40.53277,42.573517,50.193985
234.0,42.871918,40.531887,42.575817,50.199024
234.5,42.878853,40.531006,42.578278,50.204403
235.0,42.886303,40.52991,42.581364,50.21138
235.5,42.89433,40.528618,42.585094,50.22002
236.0,42.90279,40.527508,42.58937,50.23005
236.5,42.911503,40.52651,42.594074,50.241184
237.0,42.920258,40.525524,42.59905,50.25299
237.5,42.928852,40.524464,42.604126,50.265034
238.0,42.93722,40.523315,42.609104,50.276756
238.5,42.94509,40.52208,42.613552,50.28705
239.0,42.952515,40.52103,42.617382,50.295723
239.5,42.959724,40.52005,42.620728,50.303173
240.0,42.966835,40.519104,42.623756,50.309837
240.5,42.974094,40.518085,42.626797,50.31656
241.0,42.981216,40.51713,42.629642,50.322796
241.5,42.987526,40.516525,42.63172,50.327015
242.0,42.99268,40.516426,42.632755,50.32853
242.5,42.99662,40.51686,42.632713,50.32727
243.0,42.99957,40.517757,42.631714,50.323635
243.5,43.00174,40.519047,42.631485,50.317986
244.0,43.003716,40.52043,42.63148,50.31181
244.5,43.00654,40.52142,42.630596,50.30777
245.0,43.01083,40.521755,42.630993,50.307743
245.5,43.01692,40.521343,42.633404,50.31295
246.0,43.024677,40.52024,42.637627,50.322926
246.5,43.033447,40.51919,42.642887,50.33562
247.0,43.042458,40.518276,42.64836,50.348835
247.5,43.050842,40.51712,42.6532,50.360275
248.0,43.058025,40.51619,42.656857,50.36854
248.5,43.063683,40.515907,42.659042,50.37291
249.0,43.0684,40.51602,42.660416,50.37508
249.5,43.073387,40.516014,42.662205,50.37828
250.0,43.079147,40.51569,42.664917,50.383884
250.5,43.085705,40.51504,42.668552,50.39196
251.0,43.09309,40.514065,42.673073,50.402397
251.5,43.101215,40.512817,42.678318,50.414783
252.0,43.109608,40.511696,42.683758,50.42767
252.5,43.117428,40.51052,42.688553,50.438805
253.0,43.1248,40.509514,42.692787,50.44843
253.5,43.132523,40.508343,42.697178,50.458492
254.0,43.14065,40.50716,42.701767,50.46909
254.5,43.148766,40.50598,42.706158,50.47918
255.0,43.156605,40.504726,42.710125,50.488174
255.5,43.164032,40.503647,42.713566,50.495804
256.0,43.17096,40.502773,42.716522,50.50216
256.5,43.1775,40.502064,42.719254,50.507862
257.0,43.18378,40.50147,42.721878,50.513233
257.5,43.189793,40.500984,42.72438,50.518227
258.0,43.19595,40.500443,42.727055,50.52367
258.5,43.202816,40.499603,42.73034,50.530754
259.0,43.21019,40.49855,42.733986,50.538815
259.5,43.217335,40.49759,42.73726,50.545937
260.0,43.22399,40.496838,42.739964,50.551582
260.5,43.23033,40.49622,42.742294,50.55627
261.0,43.23626,40.495773,42.744312,50.560112
261.5,43.241695,40.49554,42.746086,50.56324
262.0,43.246925,40.495403,42.7479,50.566376
262.5,43.252327,40.4952,42.750046,50.57036
263.0,43.257866,40.494953,42.752457,50.575
263.5,43.263184,40.494804,42.754776,50.579357
264.0,43.26836,40.494724,42.757156,50.58383
264.5,43.27385,40.49455,42.76013,50.58988
265.0,43.279854,40.494194,42.763885,50.59802
265.5,43.286297,40.493687,42.76829,50.607933
266.0,43.29325,40.492992,42.77335,50.619633
266.5,43.3008,40.492077,42.779076,50.63318
267.0,43.30867,40.49106,42.785275,50.648052
267.5,43.316563,40.490067,42.791767,50.663757
268.0,43.324516,40.48907,42.79845,50.67999
268.5,43.332405,40.4881,42.80503,50.695896
269.0,43.340515,40.48702,42.811646,50.711857
269.5,43.349403,40.486126,42.818718,50.72906
270.0,43.359177,40.48562,42.82633,50.747746
270.5,43.369736,40.48546,42.834393,50.767666
271.0,43.381096,40.48564,42.842968,50.788982
271.5,43.393425,40.48624,42.852253,50.812263
272.0,43.406586,40.487213,42.86206,50.836956
272.5,43.42002,40.488346,42.871796,50.861412
273.0,43.433136,40.489365,42.881058,50.884556
273.5,43.445683,40.490143,42.889847,50.90636
274.0,43.45776,40.49071,42.89837,50.927406
274.5,43.469604,40.491158,42.90691,50.948513
275.0,43.481335,40.49152,42.915665,50.970234
275.5,43.49303,40.491806,42.924767,50.992985
276.0,43.50456,40.491978,42.934067,51.01633
276.5,43.51558,40.49192,42.943172,51.039158
277.0,43.526237,40.491707,42.95211,51.061493
277.5,43.536823,40.491463,42.96103,51.083767
278.0,43.54753,40.491253,42.97016,51.106663
278.5,43.558666,40.49116,42.979885,51.13132
279.0,43.57024,40.491173,42.990257,51.157932
279.5,43.58208,40.491222,43.00113,51.186085
280.0,43.594143,40.491318,43.012367,51.215355
280.5,43.606262,40.49143,43.023712,51.244938
281.0,43.6183,40.491524,43.03497,51.27421
281.5,43.63013,40.49157,43.045975,51.30269
282.0,43.641888,40.49159,43.056953,51.331093
282.5,43.65408,40.491703,43.068504,51.36125
283.0,43.66725,40.4921,43.081047,51.394417
283.5,43.681614,40.492886,43.094635,51.43066
284.0,43.696877,40.49401,43.108925,51.468933
284.5,43.712578,40.49534,43.12347,51.507866
285.0,43.728737,40.496895,43.138264,51.5474
285.5,43.74561,40.498768,43.153503,51.588146
286.0,43.76336,40.501015,43.169334,51.630527
286.5,43.78205,40.503654,43.18582,51.67474
287.0,43.801266,40.506493,43.20273,51.720173
287.5,43.821014,40.50937,43.22032,51.76786
288.0,43.841114,40.512215,43.238453,51.817352
288.5,43.860878,40.514946,43.25636,51.86614
289.0,43.879745,40.51738,43.27354,51.912712
289.5,43.89743,40.519405,43.28979,51.95647
