name,value
model₊cond_net₊nn₊p[133],-0.043506164690546474
model₊cond_net₊nn₊p[134],-0.025063696968285108
model₊cond_net₊nn₊p[135],3.5286593437194826e-9
model₊cond_net₊nn₊p[136],-0.25945218700129213
model₊cond_net₊nn₊p[137],-0.28918652890211843
model₊cond_net₊nn₊p[138],-0.6623838665009713
model₊cond_net₊nn₊p[139],-0.12282561793964786
model₊cond_net₊nn₊p[140],-0.08475692132136564
model₊cond_net₊nn₊p[141],-0.1605534619257953
model₊cond_net₊nn₊p[142],-0.11050789699823783
model₊cond_net₊nn₊p[143],0.0787282491892328
model₊cond_net₊nn₊p[144],0.055152990343153005
model₊cond_net₊nn₊p[145],-0.01432223226541185
model₊cond_net₊nn₊p[146],-0.03246090041825829
model₊cond_net₊nn₊p[147],-0.021943912206850116
model₊cond_net₊nn₊p[148],-0.032046279980756445
model₊cond_net₊nn₊p[149],-0.017789954766465225
model₊cond_net₊nn₊p[150],-1.945521980524063e-9
model₊cond_net₊nn₊p[151],-0.3606617701545444
model₊cond_net₊nn₊p[152],-0.41947428066993797
model₊cond_net₊nn₊p[153],-0.6037190928499452
model₊cond_net₊nn₊p[154],-0.19178347999439263
model₊cond_net₊nn₊p[155],-0.15473012397638317
model₊cond_net₊nn₊p[156],-0.18096731002127206
model₊cond_net₊nn₊p[157],-0.09911089093777803
model₊cond_net₊nn₊p[158],0.078960206065999
model₊cond_net₊nn₊p[159],0.05531627051570451
model₊cond_net₊nn₊p[160],0.02917741280087741
model₊cond_net₊nn₊p[161],-0.043051559704689255
model₊cond_net₊nn₊p[162],-0.02955982413205558
model₊cond_net₊nn₊p[163],-0.027146870117530076
model₊cond_net₊nn₊p[164],-0.01254125702555934
model₊cond_net₊nn₊p[165],-2.531227469444275e-9
model₊cond_net₊nn₊p[166],-0.33892326459498073
model₊cond_net₊nn₊p[167],-0.4135730043288621
model₊cond_net₊nn₊p[168],-0.5805601890011687
model₊cond_net₊nn₊p[169],-0.18314868418279767
model₊cond_net₊nn₊p[170],-0.1464587664599478
model₊cond_net₊nn₊p[171],-0.17217722919645886
model₊cond_net₊nn₊p[172],-0.09951599067183708
model₊cond_net₊nn₊p[173],0.06686068712025448
model₊cond_net₊nn₊p[174],0.04404714549043971
model₊cond_net₊nn₊p[175],0.014682195265921833
model₊cond_net₊nn₊p[176],-0.04727671495169742
model₊cond_net₊nn₊p[177],-0.03371777801138589
model₊cond_net₊nn₊p[178],-0.036721759569008805
model₊cond_net₊nn₊p[179],-0.02121547767680841
model₊cond_net₊nn₊p[180],-4.114357754588127e-10
model₊cond_net₊nn₊p[181],-0.3423882434550637
model₊cond_net₊nn₊p[182],-0.41474761450844194
model₊cond_net₊nn₊p[183],-0.5891277616908345
model₊cond_net₊nn₊p[184],-0.18446708253656158
model₊cond_net₊nn₊p[185],-0.14667224323807326
model₊cond_net₊nn₊p[186],-0.17416745454615928
model₊cond_net₊nn₊p[187],-0.10227729863922583
model₊cond_net₊nn₊p[188],0.06881738712819456
model₊cond_net₊nn₊p[189],0.04662359963727327
model₊cond_net₊nn₊p[190],0.008286332377658256
model₊cond_net₊nn₊p[191],-0.04630390152331781
model₊cond_net₊nn₊p[192],-0.03249539523468198
model₊cond_net₊nn₊p[193],-0.03671339660157611
model₊cond_net₊nn₊p[194],-0.02159296724319857
model₊cond_net₊nn₊p[195],5.879523605108261e-10
model₊cond_net₊nn₊p[196],-0.330874509914757
model₊cond_net₊nn₊p[197],-0.39639411179869677
model₊cond_net₊nn₊p[198],-0.6065217284756709
model₊cond_net₊nn₊p[199],-0.17525487344294075
model₊cond_net₊nn₊p[200],-0.13586475237424273
model₊cond_net₊nn₊p[201],-0.17262229956930525
model₊cond_net₊nn₊p[202],-0.10320500130906261
model₊cond_net₊nn₊p[203],0.07226415782871803
model₊cond_net₊nn₊p[204],0.050071065420901624
model₊cond_net₊nn₊p[205],0.0003668941235659561
model₊cond_net₊nn₊p[206],-0.04363659830329713
model₊cond_net₊nn₊p[207],-0.02932193512622741
model₊cond_net₊nn₊p[208],-0.0353455466009313
model₊cond_net₊nn₊p[209],-0.020716340591102972
model₊cond_net₊nn₊p[210],-5.408135056495667e-9
model₊cond_net₊nn₊p[211],-0.2594170918051481
model₊cond_net₊nn₊p[212],-0.29104137236033145
model₊cond_net₊nn₊p[213],-0.6749427293744402
model₊cond_net₊nn₊p[214],-0.12210230624284753
model₊cond_net₊nn₊p[215],-0.08393126701683926
model₊cond_net₊nn₊p[216],-0.16038033178609507
model₊cond_net₊nn₊p[217],-0.11074987609584172
model₊cond_net₊nn₊p[218],0.07864984752090654
model₊cond_net₊nn₊p[219],0.05501706772588155
model₊cond_net₊nn₊p[220],-0.015065184540122402
model₊cond_net₊nn₊p[221],-0.03243296416125659
model₊cond_net₊nn₊p[222],-0.021963870209345464
model₊cond_net₊nn₊p[223],-0.03214991163433424
model₊cond_net₊nn₊p[224],-0.01793977729221366
model₊cond_net₊nn₊p[225],0.0
model₊ploss_net₊nn₊p[1],-0.666929461288121
model₊ploss_net₊nn₊p[2],-0.07494959730055811
model₊ploss_net₊nn₊p[3],0.6579133984908805
model₊ploss_net₊nn₊p[4],0.07036157456612895
model₊ploss_net₊nn₊p[5],0.2933939785231928
model₊ploss_net₊nn₊p[6],0.42075893721245683
model₊ploss_net₊nn₊p[7],-0.6175021399434439
model₊ploss_net₊nn₊p[8],0.6605992471256227
model₊ploss_net₊nn₊p[9],-0.07131863034939935
model₊ploss_net₊nn₊p[10],-0.7339792692297925
model₊ploss_net₊nn₊p[11],0.6451851135892269
model₊ploss_net₊nn₊p[12],0.34668298912731327
model₊ploss_net₊nn₊p[13],-0.4216331606560528
model₊ploss_net₊nn₊p[14],0.3795064747329115
model₊ploss_net₊nn₊p[15],-0.31835523706933394
model₊ploss_net₊nn₊p[16],0.736969138314798
model₊ploss_net₊nn₊p[17],0.5770772356033673
model₊ploss_net₊nn₊p[18],-0.2544811681109728
model₊ploss_net₊nn₊p[19],0.19527736363399936
model₊ploss_net₊nn₊p[20],0.24522380249771047
model₊ploss_net₊nn₊p[21],0.2931480639568469
model₊ploss_net₊nn₊p[22],-0.6081938203460633
model₊ploss_net₊nn₊p[23],-0.16118068120649026
model₊ploss_net₊nn₊p[24],-0.42260313659346443
model₊ploss_net₊nn₊p[25],0.4907710180206076
model₊ploss_net₊nn₊p[26],0.18654126770006008
model₊ploss_net₊nn₊p[27],-0.22292716112648264
model₊ploss_net₊nn₊p[28],-0.6762818328263195
model₊ploss_net₊nn₊p[29],0.4839562093455662
model₊ploss_net₊nn₊p[30],0.31220984167284827
model₊ploss_net₊nn₊p[31],-0.008976952144795816
model₊ploss_net₊nn₊p[32],-0.04362451524702855
model₊ploss_net₊nn₊p[33],0.6051547182512854
model₊ploss_net₊nn₊p[34],-0.6463975512059316
model₊ploss_net₊nn₊p[35],-0.11355189100757865
model₊ploss_net₊nn₊p[36],0.816979536378784
model₊ploss_net₊nn₊p[37],0.618337126539417
model₊ploss_net₊nn₊p[38],0.3156704244719568
model₊ploss_net₊nn₊p[39],-0.22566214732283416
model₊ploss_net₊nn₊p[40],-0.633594818484909
model₊ploss_net₊nn₊p[41],-0.5158700785151641
model₊ploss_net₊nn₊p[42],0.31784035620861084
model₊ploss_net₊nn₊p[43],0.20108865187003983
model₊ploss_net₊nn₊p[44],0.6358453591982368
model₊ploss_net₊nn₊p[45],0.1300876826287835
model₊ploss_net₊nn₊p[46],0.008851045490081432
model₊ploss_net₊nn₊p[47],0.3755671540741516
model₊ploss_net₊nn₊p[48],-0.5481948971637597
model₊ploss_net₊nn₊p[49],0.13712041893189003
model₊ploss_net₊nn₊p[50],-0.11984695583673713
model₊ploss_net₊nn₊p[51],0.6059656982920201
model₊ploss_net₊nn₊p[52],-0.20238942545409785
model₊ploss_net₊nn₊p[53],0.3195887443812297
model₊ploss_net₊nn₊p[54],-0.3945751512697742
model₊ploss_net₊nn₊p[55],0.685819454749063
model₊ploss_net₊nn₊p[56],0.022942455757816633
model₊ploss_net₊nn₊p[57],-0.4021548177741649
model₊ploss_net₊nn₊p[58],0.1714897219663735
model₊ploss_net₊nn₊p[59],0.5354816880837322
model₊ploss_net₊nn₊p[60],0.17895854193942656
model₊ploss_net₊nn₊p[61],-0.7018622019448362
model₊ploss_net₊nn₊p[62],0.6430085040729884
model₊ploss_net₊nn₊p[63],-0.4557701726423614
model₊ploss_net₊nn₊p[64],0.12736446427640202
model₊ploss_net₊nn₊p[65],0.48629928824563023
model₊ploss_net₊nn₊p[66],-0.16188529676919652
model₊ploss_net₊nn₊p[67],-0.11738809901022636
model₊ploss_net₊nn₊p[68],0.07032777161877983
model₊ploss_net₊nn₊p[69],-0.6088384962438647
model₊ploss_net₊nn₊p[70],-0.5867678435078072
model₊ploss_net₊nn₊p[71],-0.32185710652686667
model₊ploss_net₊nn₊p[72],-0.7381022741562667
model₊ploss_net₊nn₊p[73],0.018683985316919047
model₊ploss_net₊nn₊p[74],0.7007870662920809
model₊ploss_net₊nn₊p[75],0.1517929516604058
model₊ploss_net₊nn₊p[76],0.23364134644942094
model₊ploss_net₊nn₊p[77],-0.2834313563884057
model₊ploss_net₊nn₊p[78],-0.44154991148727185
model₊ploss_net₊nn₊p[79],-0.46920516941815565
model₊ploss_net₊nn₊p[80],-0.3801729874215552
model₊ploss_net₊nn₊p[81],-0.30762053134384404
model₊ploss_net₊nn₊p[82],-0.08954033789114356
model₊ploss_net₊nn₊p[83],0.6611190895340268
model₊ploss_net₊nn₊p[84],0.3080962524140183
model₊ploss_net₊nn₊p[85],0.4250931814070768
model₊ploss_net₊nn₊p[86],0.6136788212623617
model₊ploss_net₊nn₊p[87],-0.46108646398543934
model₊ploss_net₊nn₊p[88],0.4402706576742425
model₊ploss_net₊nn₊p[89],0.3841683590807138
model₊ploss_net₊nn₊p[90],0.6135159018143929
model₊ploss_net₊nn₊p[91],0.45017046665202115
model₊ploss_net₊nn₊p[92],-0.5258851485540657
model₊ploss_net₊nn₊p[93],0.2664757299103
model₊ploss_net₊nn₊p[94],0.447640899458402
model₊ploss_net₊nn₊p[95],0.6633855233213589
model₊ploss_net₊nn₊p[96],-0.14051429362513942
model₊ploss_net₊nn₊p[97],-0.7278837239303234
model₊ploss_net₊nn₊p[98],0.4889431766247169
model₊ploss_net₊nn₊p[99],0.5407772463726459
model₊ploss_net₊nn₊p[100],-0.6424187017957276
model₊ploss_net₊nn₊p[101],-0.24353059685673056
model₊ploss_net₊nn₊p[102],0.5246082797389592
model₊ploss_net₊nn₊p[103],0.716717645162126
model₊ploss_net₊nn₊p[104],-0.6196381365416045
model₊ploss_net₊nn₊p[105],-0.10566906304490972
model₊ploss_net₊nn₊p[106],0.6039988381243844
model₊ploss_net₊nn₊p[107],0.23673372131198078
model₊ploss_net₊nn₊p[108],0.6434673754193008
model₊ploss_net₊nn₊p[109],-0.3161116815925758
model₊ploss_net₊nn₊p[110],-0.5646950342737742
model₊ploss_net₊nn₊p[111],-0.19866763944624227
model₊ploss_net₊nn₊p[112],-0.5313403946591713
model₊ploss_net₊nn₊p[113],-0.14362669176345846
model₊ploss_net₊nn₊p[114],0.43033953532300173
model₊ploss_net₊nn₊p[115],-0.39324799347515166
model₊ploss_net₊nn₊p[116],0.2781097905664844
model₊ploss_net₊nn₊p[117],0.5067577550576917
model₊ploss_net₊nn₊p[118],0.4784613762284893
model₊ploss_net₊nn₊p[119],0.544579972352542
model₊ploss_net₊nn₊p[120],0.09296077828779799
model₊ploss_net₊nn₊p[121],0.10258278250136396
model₊ploss_net₊nn₊p[122],-0.0032289124539649754
model₊ploss_net₊nn₊p[123],0.23756133177632477
model₊ploss_net₊nn₊p[124],0.6390153309110198
model₊ploss_net₊nn₊p[125],0.4510331213514977
model₊ploss_net₊nn₊p[126],0.36000059063943
model₊ploss_net₊nn₊p[127],0.21956032897401043
model₊ploss_net₊nn₊p[128],-0.02102224078637388
model₊ploss_net₊nn₊p[129],0.342020290954601
model₊ploss_net₊nn₊p[130],-0.6819996972494106
model₊ploss_net₊nn₊p[131],0.1236809684868998
model₊ploss_net₊nn₊p[132],0.2079043062241753
model₊ploss_net₊nn₊p[133],0.27014670999138096
model₊ploss_net₊nn₊p[134],0.630022507353529
model₊ploss_net₊nn₊p[135],0.42303972212222607
model₊ploss_net₊nn₊p[136],-0.004807420618100859
model₊ploss_net₊nn₊p[137],0.3308587705022224
model₊ploss_net₊nn₊p[138],0.7028660819091038
model₊ploss_net₊nn₊p[139],0.6044322638428931
model₊ploss_net₊nn₊p[140],-0.4910059541136417
model₊ploss_net₊nn₊p[141],-0.29632344756119966
model₊ploss_net₊nn₊p[142],-0.2734632119521766
model₊ploss_net₊nn₊p[143],-0.563139021030522
model₊ploss_net₊nn₊p[144],0.3535074009085016
model₊ploss_net₊nn₊p[145],0.009479745918988916
model₊ploss_net₊nn₊p[146],0.5118885583162224
model₊ploss_net₊nn₊p[147],0.7278041207164073
model₊ploss_net₊nn₊p[148],0.7375212297444048
model₊ploss_net₊nn₊p[149],0.26351404151313396
model₊ploss_net₊nn₊p[150],-0.21618985277945102
model₊ploss_net₊nn₊p[151],0.15376626940811577
model₊ploss_net₊nn₊p[152],-0.23859957525290343
model₊ploss_net₊nn₊p[153],-0.0977208454520178
model₊ploss_net₊nn₊p[154],-0.3220067414239952
model₊ploss_net₊nn₊p[155],0.4007514099424465
model₊ploss_net₊nn₊p[156],0.27103825362169454
model₊ploss_net₊nn₊p[157],0.017592685264141126
model₊ploss_net₊nn₊p[158],0.015062948444911888
model₊ploss_net₊nn₊p[159],0.1348505020920566
model₊ploss_net₊nn₊p[160],0.6399538973684383
model₊ploss_net₊nn₊p[161],0.31291787947871
model₊ploss_net₊nn₊p[162],0.18545102920378856
model₊ploss_net₊nn₊p[163],-0.6048970845563589
model₊ploss_net₊nn₊p[164],-0.7079438606547466
model₊ploss_net₊nn₊p[165],-0.25057460646600055
model₊ploss_net₊nn₊p[166],-0.3909532660459853
model₊ploss_net₊nn₊p[167],-0.5269144135054812
model₊ploss_net₊nn₊p[168],-0.6903753592446382
model₊ploss_net₊nn₊p[169],-0.8514680491098057
model₊ploss_net₊nn₊p[170],0.290750070283556
model₊ploss_net₊nn₊p[171],0.5551168848663309
model₊ploss_net₊nn₊p[172],-0.6565486461965273
model₊ploss_net₊nn₊p[173],-0.005546456405032775
model₊ploss_net₊nn₊p[174],-0.40211997856680964
model₊ploss_net₊nn₊p[175],0.24738742391916113
model₊ploss_net₊nn₊p[176],0.06323496330126308
model₊ploss_net₊nn₊p[177],-0.5683314974198641
model₊ploss_net₊nn₊p[178],-0.3433177763824869
model₊ploss_net₊nn₊p[179],-0.36239861451742406
model₊ploss_net₊nn₊p[180],-0.14193617984505705
model₊ploss_net₊nn₊p[181],0.08889008532539194
model₊ploss_net₊nn₊p[182],-0.1666573459195369
model₊ploss_net₊nn₊p[183],0.3301983820253565
model₊ploss_net₊nn₊p[184],0.7260032460989909
model₊ploss_net₊nn₊p[185],-0.7524542494497682
model₊ploss_net₊nn₊p[186],0.08494786147701285
model₊ploss_net₊nn₊p[187],-0.291760722100253
model₊ploss_net₊nn₊p[188],-0.5575484245460477
model₊ploss_net₊nn₊p[189],-0.5314762644293457
model₊ploss_net₊nn₊p[190],0.7407737654566487
model₊ploss_net₊nn₊p[191],0.10524138521818331
model₊ploss_net₊nn₊p[192],-0.1487898037982654
model₊ploss_net₊nn₊p[193],0.5913458925088441
model₊ploss_net₊nn₊p[194],-0.46033042247161865
model₊ploss_net₊nn₊p[195],0.1283592461374702
model₊ploss_net₊nn₊p[196],-0.8080515635831863
model₊ploss_net₊nn₊p[197],0.6551816586986375
model₊ploss_net₊nn₊p[198],0.6505378545862878
model₊ploss_net₊nn₊p[199],0.22945331230966468
model₊ploss_net₊nn₊p[200],-0.010677373960037059
model₊ploss_net₊nn₊p[201],-0.38414730329756724
model₊ploss_net₊nn₊p[202],0.3124520280486434
model₊ploss_net₊nn₊p[203],-0.6870766931351202
model₊ploss_net₊nn₊p[204],0.7222589609088916
model₊ploss_net₊nn₊p[205],-0.20668709481047193
model₊ploss_net₊nn₊p[206],0.35986440917335155
model₊ploss_net₊nn₊p[207],-0.016590967430178273
model₊ploss_net₊nn₊p[208],-0.4940343428350966
model₊ploss_net₊nn₊p[209],-0.7055581353439162
model₊ploss_net₊nn₊p[210],-0.11364123794855496
model₊ploss_net₊nn₊p[211],-0.3378567606237668
model₊ploss_net₊nn₊p[212],0.4758856361941282
model₊ploss_net₊nn₊p[213],0.0722922741925535
model₊ploss_net₊nn₊p[214],0.2654208634349566
model₊ploss_net₊nn₊p[215],-0.10830916346626707
model₊ploss_net₊nn₊p[216],0.31978166028166327
model₊ploss_net₊nn₊p[217],0.4831484193985276
model₊ploss_net₊nn₊p[218],-0.4241544274301044
model₊ploss_net₊nn₊p[219],-0.5292243167834525
model₊ploss_net₊nn₊p[220],0.5229544025399111
model₊ploss_net₊nn₊p[221],0.14953321140928127
model₊ploss_net₊nn₊p[222],-0.2448942276230951
model₊ploss_net₊nn₊p[223],-0.40935642552993806
model₊ploss_net₊nn₊p[224],-0.02858228720722396
model₊ploss_net₊nn₊p[225],0.0023411903439198908
model₊ploss_net₊nn₊p[226],0.008299989846275151
model₊ploss_net₊nn₊p[227],0.018337046225588936
model₊ploss_net₊nn₊p[228],-0.01985421727931402
model₊ploss_net₊nn₊p[229],0.012150651746884098
model₊ploss_net₊nn₊p[230],0.009886637607134466
model₊ploss_net₊nn₊p[231],-0.0060643597904759435
model₊ploss_net₊nn₊p[232],-0.006171131021030627
model₊ploss_net₊nn₊p[233],0.06907273746932266
model₊ploss_net₊nn₊p[234],-0.016561302644830026
model₊ploss_net₊nn₊p[235],0.02682896208321535
model₊ploss_net₊nn₊p[236],-0.05284039657531108
model₊ploss_net₊nn₊p[237],-0.005449817807518644
model₊ploss_net₊nn₊p[238],0.006446380276228701
model₊ploss_net₊nn₊p[239],-0.0087874214555004
model₊ploss_net₊nn₊p[240],0.00229860867263345
model₊ploss_net₊nn₊p[241],-0.015579361504626195
model₊ploss_net₊nn₊p[242],0.004710779310649307
model₊ploss_net₊nn₊p[243],0.016831545969717573
model₊ploss_net₊nn₊p[244],-0.03233961388105175
model₊ploss_net₊nn₊p[245],-0.011989365332689727
model₊ploss_net₊nn₊p[246],-0.01922272203645856
model₊ploss_net₊nn₊p[247],-0.026531833414869088
model₊ploss_net₊nn₊p[248],0.050720470246887014
model₊ploss_net₊nn₊p[249],0.013839213568801977
model₊ploss_net₊nn₊p[250],-0.0018137575433901819
model₊ploss_net₊nn₊p[251],-0.011946238157055165
model₊ploss_net₊nn₊p[252],0.02425505113730677
model₊ploss_net₊nn₊p[253],-0.21217273135300863
model₊ploss_net₊nn₊p[254],-0.013460147729790308
model₊ploss_net₊nn₊p[255],0.024440765250168306
model₊ploss_net₊nn₊p[256],-0.07684519295289909
model₊ploss_net₊nn₊p[257],0.017492784296362748
model₊ploss_net₊nn₊p[258],0.0010699993108865004
model₊ploss_net₊nn₊p[259],-0.009836434710566083
model₊ploss_net₊nn₊p[260],0.02181037469800779
model₊ploss_net₊nn₊p[261],0.010625397458877306
model₊ploss_net₊nn₊p[262],-0.0010017088878298724
model₊ploss_net₊nn₊p[263],-0.010784215572498297
model₊ploss_net₊nn₊p[264],0.029131638375130872
model₊ploss_net₊nn₊p[265],0.004631828153391551
model₊ploss_net₊nn₊p[266],-0.011204221423607864
model₊ploss_net₊nn₊p[267],-0.02039371203004944
model₊ploss_net₊nn₊p[268],0.04027942626247956
model₊ploss_net₊nn₊p[269],0.008214521105726187
model₊ploss_net₊nn₊p[270],-0.006873761548075719
model₊ploss_net₊nn₊p[271],-0.0182915422395053
model₊ploss_net₊nn₊p[272],0.03639268236657625
model₊ploss_net₊nn₊p[273],-0.07164431270050324
model₊ploss_net₊nn₊p[274],-0.038240180103025254
model₊ploss_net₊nn₊p[275],-0.009751340907512382
model₊ploss_net₊nn₊p[276],0.017318458707722015
model₊ploss_net₊nn₊p[277],-0.006184478490213747
model₊ploss_net₊nn₊p[278],0.0005355528335068978
model₊ploss_net₊nn₊p[279],0.005883352555283768
model₊ploss_net₊nn₊p[280],-0.017833955557630926
model₊ploss_net₊nn₊p[281],0.011920174336018385
model₊ploss_net₊nn₊p[282],-0.0006376897930398911
model₊ploss_net₊nn₊p[283],-0.010087305049236243
model₊ploss_net₊nn₊p[284],0.021860284989332908
model₊ploss_net₊nn₊p[285],0.060458368213193975
model₊ploss_net₊nn₊p[286],0.027889541883471668
model₊ploss_net₊nn₊p[287],0.03147228406043314
model₊ploss_net₊nn₊p[288],-0.08125138897163546
model₊ploss_net₊nn₊p[289],-0.022651501201264433
