timestamp,model.tire.s(t),model.driver.s(t),model.driver.a(t)
1.54,0.15336215698902028,1.1632613139214178,-0.9601783424563413
1.55,0.15585849506169488,1.1600023552563445,-0.529216309880015
1.56,0.15870059779200152,1.15669044419763,-0.10202991469425039
1.57,0.16187726571407446,1.1533683193745141,0.323768847975269
1.58,0.1653409437674464,1.1500785668856583,0.7489311248103285
1.59,0.16901857059086167,1.1468636955261058,1.1725805803100942
1.6,0.17282947670635163,1.1437660511592045,1.5924462836310946
1.61,0.17670051755250307,1.1408275923522044,2.005183986246893
1.62,0.18057342940795956,1.13808955829439,2.4066526325617588
1.63,0.18440525377257114,1.1355920557641594,2.792038986369107
1.64,0.18816618065131824,1.1333735770586617,3.1557696079887108
1.65,0.1918375920895409,1.1314704404267872,3.491257664153206
1.66,0.19540634926656125,1.1299161298165332,3.7907313323037473
1.67,0.19885053508055808,1.1287405189652417,4.045370544388469
1.68,0.20212520503675066,1.1279689915843418,4.245561996139117
1.69,0.2051577986336835,1.1276214820018506,4.381156760890486
1.7,0.20784842295035616,1.1277114648719275,4.442027242423233
1.71,0.2100707849749469,1.1282449504085437,4.419002798180068
1.72,0.21168269377852605,1.1292195744786415,4.304655888883968
1.73,0.21256513125747434,1.1306238501584003,4.092546271804193
1.74,0.21268245157203997,1.1324364931312527,3.773423320634127
1.75,0.21210650618888624,1.1346254224643608,3.3256616931818264
1.76,0.210975593978092,1.1371452652576415,2.6593679677641693
1.77,0.20942649921959255,1.1399276448329285,1.953681663027096
1.78,0.20754674364093137,1.142905948828662,1.4998598370114844
1.79,0.2053646395134923,1.1460343381000726,1.0579413947306102
1.8,0.20286995075113984,1.1492685862765337,0.6238469965295447
1.81,0.2000467755295611,1.1525652532769242,0.1939250274399774
1.82,0.19690014617995896,1.1558813262140069,-0.23429545110173725
1.83,0.19346664816677975,1.159173975195263,-0.6617571019414754
1.84,0.18980947824639907,1.162400459465148,-1.0878226099077861
1.85,0.18600478397044778,1.165518189738803,-1.5104362297079812
1.86,0.1821273862414525,1.1684849314935917,-1.9263926287965236
1.87,0.17824120377650612,1.1712591232787515,-2.3315991288265634
1.88,0.17439528868744836,1.173800284695466,-2.7212253080789317
1.89,0.1706230972689092,1.1760694997668162,-3.0896641810612384
1.9,0.16694344633846633,1.178029979405481,-3.4303327350452735
1.91,0.16336726223470513,1.1796477209304088,-3.7355414170763677
1.92,0.15991382697717874,1.180892275733928,-3.9966305865336897
1.93,0.1566262783855796,1.1817376136717583,-4.204152890473074
1.94,0.1535763720290312,1.182163066852668,-4.348011704105368
1.95,0.1508643888088943,1.1821543355098516,-4.417923820713978
1.96,0.14861921108633247,1.181704508383203,-4.404352310149939
1.97,0.14698944826225138,1.180815007957118,-4.299448619132454
1.98,0.14610363685023056,1.1794963784912729,-4.096585531888182
1.99,0.14600305604835953,1.1777689771058277,-3.7868482831386565
2.0,0.14661086123225162,1.175663933077101,-3.3503877891471188
2.01,0.14777613027138234,1.1732254080244897,-2.7122842715025324
2.02,0.14935100510966595,1.1705197955138036,-1.9661105725778816
2.03,0.15124496767482112,1.167616525955427,-1.5103628055691873
2.04,0.15343470327544448,1.1645621149799479,-1.0671987585553886
2.05,0.1559386160911241,1.1614009151430196,-0.6323656459245831
2.06,0.15877824794897136,1.1581764422474583,-0.2019936845096572
2.07,0.1619484641195658,1.154931755441949,0.22653805172493624
2.08,0.16540743598530847,1.151709716130232,0.6542194203616919
2.09,0.16908500531131984,1.1485530866709408,1.0803713595328115
2.1,0.17290020119902533,1.145504464250626,1.5028517734918023
2.11,0.17677762385591836,1.1426060693642837,1.9183719196437354
2.12,0.18065662419273668,1.1398994193865923,2.322784703450405
2.13,0.18449313306337886,1.1374249150957036,2.7112282480758267
2.14,0.188257870105841,1.135221353911118,3.0780590172129054
2.15,0.19193342232314112,1.1333253635697986,3.4166292377920398
2.16,0.19550677634275404,1.1317707361107119,3.719152037332983
2.17,0.19895454460535322,1.1305876504506327,3.9768368639809752
2.18,0.20223005775050018,1.1298017951929942,4.1801104486738145
2.19,0.20525976915442323,1.1294334133090969,4.318877143263439
2.2,0.2079435557476636,1.129496297421958,4.3831027755951695
2.21,0.21015567263618362,1.129996794439732,4.363757240980551
2.22,0.21175561417322863,1.1309329095697094,4.2535869240877116
2.23,0.21262716765191014,1.1322935753634185,4.046377333093831
2.24,0.21273721293242184,1.134058001129457,3.7333414196755728
2.25,0.21215818517643684,1.1361947255783649,3.2943143675286515
2.26,0.21102693591230895,1.1386593091969457,2.650450321441458
2.27,0.2094779432754616,1.1413850495255486,1.9232230564625297
2.28,0.2075968495837955,1.1443039507634087,1.4702158119568367
2.29,0.20541127741990428,1.1473699753112965,1.0293929230270835
2.3,0.20291143926405084,1.1505390065412902,0.5967086539980255
2.31,0.20008245702857794,1.1537677453348205,0.16850553370701618
2.32,0.1969303260477488,1.1570133505538922,-0.25770369162088175
2.33,0.19349213084121428,1.1602331932354533,-0.6828852213847176
2.34,0.1898310287542426,1.1633847603900025,-1.1064311976556018
2.35,0.1860227574803455,1.1664257144094152,-1.5263188410495347
2.36,0.18214159472204047,1.1693140931009085,-1.9393746087673875
2.37,0.1782509251368028,1.172008624878388,-2.3415291477345592
2.38,0.17439924349423944,1.174469134492427,-2.727957116813127
2.39,0.17061931590909424,1.1766570259739173,-3.0930291829418404
2.4,0.1669293521963394,1.178535847314344,-3.4301160729981803
2.41,0.1633405841712679,1.18007195438333,-3.7314831442873566
2.42,0.1598739604072183,1.1812352829636574,-3.988442084894685
2.43,0.156574854802393,1.1820002161429777,-4.191520926604301
2.44,0.1535171298239695,1.1823465304903549,-4.330611476903292
2.45,0.1508031157886219,1.1822604027583046,-4.395468915478027
2.46,0.14856366079618863,1.1817354261857784,-4.376671419749541
2.47,0.1469480041462189,1.1807735444734078,-4.2665280057127415
2.48,0.14608139675737475,1.1793858253699263,-4.0584592750915665
2.49,0.14599790278392402,1.1775931486251878,-3.7432888645883735
2.5,0.1466142558113903,1.1754271945022028,-3.300137384376816
2.51,0.14777798005559656,1.1729328382395583,-2.6459346292000827
2.52,0.14934442174174015,1.1701776454459936,-1.924439381998765
2.53,0.1512282527606504,1.1672292834920073,-1.47069016582782
2.54,0.15341045032594122,1.1641337500573747,-1.0292168929719674
2.55,0.15591119674557588,1.1609352285921024,-0.5957589151922229
2.56,0.15875131780220525,1.1576770968917518,-0.1665048673548593
2.57,0.16192360383565588,1.1544023016138636,0.2610831201781669
2.58,0.16538417115517048,1.1511536090614525,0.6879085975478968
2.59,0.16906174973410884,1.147973695395932,1.1132200030332373
2.6,0.17287539008842748,1.14490507334516,1.534826686522315
2.61,0.17675044090280864,1.141989875847986,1.9494177157188566
2.62,0.1806270885068303,1.1392695273755171,2.352846626527477
2.63,0.1844616687260251,1.1367843304648926,2.740268736775717
2.64,0.18822472094550918,1.1345729806167206,3.106066889660351
2.65,0.19189840612272116,1.1326720025144985,3.4436174151413326
2.66,0.19546968773313128,1.131115086291083,3.745141016222119
2.67,0.19891575406962972,1.1299323108604773,4.00183807259557
2.68,0.2021906154733624,1.1291492659377407,4.204121798403892
2.69,0.20522114116372564,1.1287860953523174,4.341877184204927
2.7,0.20790735309056405,1.1288564903005487,4.405034419132606
2.71,0.21012336546881283,1.1293666903905595,4.384508563817497
2.72,0.21172807564856244,1.1303145822315763,4.272978346116311
2.73,0.21260415236307173,1.1316889617199621,4.064146964566373
2.74,0.21271734844314477,1.1334688747558397,3.7490700403981525
2.75,0.21213969970346325,1.1356226523049444,3.3070974741393595
2.76,0.21100853211733686,1.1381055409188732,2.655894043283782
2.77,0.20945924641860109,1.1408502599407475,1.935361998373713
2.78,0.2075783149887872,1.1437892498220756,1.482004486139258
2.79,0.20539374008279884,1.1468765410822919,1.0407397665286073
2.8,0.20289563285642648,1.1500679728373424,0.6075091520264202
2.81,0.20006873342974138,1.153320191337924,0.17865557940045165
2.82,0.19691863410812732,1.156590290430361,-0.24830462141564416
2.83,0.19348217893500072,1.1598355661047395,-0.6743315342662133
2.84,0.1898225017861493,1.1630134209051346,-1.098808688191366
2.85,0.18601548190061365,1.166081424193814,-1.5197027961900191
2.86,0.18213561009743637,1.1689975132224861,-1.9338295313211105
2.87,0.17824648831706294,1.171720309379384,-2.3371111983117983
2.88,0.1743968291346263,1.1742095247223394,-2.7247202453035393
2.89,0.17061964740888536,1.176426445112903,-3.0910347056461305
2.9,0.16693335612833857,1.1783344941669904,-3.4294411191145766
2.91,0.16334906336713795,1.179899895668873,-3.732220465914411
2.92,0.15988712623561407,1.1810924440907389,-3.9906947851656174
2.93,0.15659213683839743,1.181886370904344,-4.195401279327329
2.94,0.1535372164351468,1.182261289870793,-4.336236138963179
2.95,0.15082396423663205,1.1822032034188816,-4.402941141493585
2.96,0.14858252143175502,1.1817055203715485,-4.386054055400004
2.97,0.1469619019523671,1.1807699938681058,-4.277829368525032
2.98,0.14608853689283247,1.1794074999252104,-4.071674487291541
2.99,0.14599905920391532,1.1776387261075512,-3.758514418293876
3.0,0.14661246811145418,1.1754951487206537,-3.317863012620913
3.01,0.14777681964480024,1.173021375771802,-2.669850777766742
3.02,0.1493463133792005,1.1702845411942593,-1.9390306994004156
3.03,0.15123378260557077,1.1673529693668752,-1.4845739759300796
3.04,0.1534186910104312,1.1642728366905304,-1.0425072740320274
3.05,0.15592059917269413,1.1610883859713617,-0.6085721621228882
3.06,0.15876059174322918,1.157843042897588,-0.17893606625620123
3.07,0.1619321950324939,1.1545797925840657,0.24896885743169303
3.08,0.1653922510914042,1.1513414332887901,0.6760772405616339
3.09,0.16906988051123484,1.1481706696827803,1.101663638811377
3.1,0.17288412420023744,1.1451100421397136,1.5235549564403497
3.11,0.17676006631810265,1.142201712128907,1.9384483836802853
3.12,0.18063760123784414,1.139487134359524,2.342197364837052
3.13,0.18447292913016197,1.1370066433233226,2.72995104991175
3.14,0.188236664468856,1.134798967595729,3.09608256426181
3.15,0.19191112886702086,1.1329006651173636,3.4339590846690258
3.16,0.19548329033711015,1.131345458593551,3.735798095670166
3.17,0.19893011082741938,1.1301634585065796,3.9928029234552422
3.18,0.2022053310056493,1.129380285386615,4.195391400140081
3.19,0.20523564756555937,1.1290161135936359,4.333455424975695
3.2,0.20792100881884487,1.1290846652985902,4.396938536268367
3.21,0.21013556002905545,1.1295922128741216,4.376776857829602
3.22,0.2117384085588753,1.1305366795654497,4.265675130140088
3.23,0.2126126604410192,1.131906904361116,4.057366529194707
3.24,0.21272454660362788,1.1336819858577074,3.742960255729002
3.25,0.21214631076778928,1.1358303233120288,3.301969484075844
3.26,0.2110151252772264,1.1383072679787314,2.6532383890592337
3.27,0.2094660294123866,1.1410457327963766,1.930551780239416
3.28,0.20758514659956054,1.1439780202702614,1.4773414884740017
3.29,0.20540029881829866,1.1470581430815447,1.0362536447931172
3.3,0.2029016129906048,1.1502419580595604,0.6032339833652349
3.31,0.200073970138998,1.1534861325538017,0.17462586873328595
3.32,0.1969231256996898,1.1567477849528782,-0.25205481289745724
3.33,0.19348603030606693,1.15998423918814,-0.677769443427228
3.34,0.18982583908061743,1.163152929012653,-1.1019038612288674
3.35,0.1860183829137216,1.1662114580353278,-1.5224279910053398
3.36,0.1821380708978721,1.169117800475527,-1.9361610786034664
3.37,0.17824841952915638,1.1718306170611346,-2.3390283716793556
3.38,0.17439805867158545,1.1743096612788948,-2.7262032622441787
3.39,0.17061991447263075,1.1765162624256789,-3.0920614223794414
3.4,0.16693232973905522,1.1784138897938787,-3.4299839943680035
3.41,0.16334645546980797,1.1799688155988284,-3.732246451100721
3.42,0.1598828540418184,1.181150886032191,-3.990167045976215
3.43,0.1565863908565747,1.1819343879671136,-4.194279572342109
3.44,0.1535304485562387,1.1822989945785465,-4.334478431828418
3.45,0.1508168865649976,1.1822307718605047,-4.400509768217352
3.46,0.14857610108597064,1.1817231958862369,-4.382925158610052
3.47,0.14695719592176124,1.1807780893818716,-4.273997881075128
3.48,0.14608619708614487,1.1794063985785475,-4.06713934087196
3.49,0.14599883266446917,1.17762888170435,-3.7532368385684474
3.5,0.14661329150743427,1.1754770903873428,-3.31165921382582
3.51,0.1477774277927377,1.172995731544711,-2.6613772696706217
3.52,0.14934583702537574,1.1702521010274716,-1.9339328863918839
3.53,0.15123200075979573,1.1673142844754982,-1.4797257449243504
3.54,0.1534159225387116,1.1642283922595162,-1.0378668701640708
3.55,0.155917390058032,1.161038646399694,-0.6040967679917154
3.56,0.1587574022772236,1.1577884560193925,-0.17459042224326518
3.57,0.16192922753192857,1.1545207931679127,0.2532092617101095
3.58,0.16538945002428432,1.1512784454851417,0.6802257196808478
3.59,0.16906704910001422,1.1481041083701888,1.1057240407975026
3.6,0.17288106592185032,1.1450403133353046,1.5275246958022353
3.61,0.17675667613455345,1.1421292127582572,1.9423218156631188
3.62,0.18063387628322827,1.1394122517171412,2.345968764830753
3.63,0.1844689133463342,1.1369297545190338,2.733616873693486
3.64,0.18823237298644502,1.134720439212107,3.099642838667596
3.65,0.191906517789751,1.1328208532119646,3.4374173024345795
3.66,0.1954783159208173,1.1312647090295045,3.7391590862922035
3.67,0.19892481674989942,1.1300821074154992,3.996070580407351
3.68,0.20219986569461182,1.1292986595538317,4.198568042478168
3.69,0.20523022897626506,1.1289345306831653,4.336540890385603
3.7,0.20791588875842046,1.1290034338153396,4.399927665838097
3.71,0.2101309859877552,1.1295116316219216,4.379656458564109
3.72,0.21173455419853976,1.1304570363118533,4.268422099232392
3.73,0.21260953015921014,1.13182847352216,4.0599469136446364
3.74,0.2127219478298302,1.133605025050028,3.745322046101472
3.75,0.21214395396189784,1.1357550678865571,3.304006615063919
3.76,0.21101277019298173,1.1382339186822006,2.654460112666231
3.77,0.2094635759571002,1.1409744255736705,1.9324390218051621
3.78,0.20758263760636989,1.1439089331327643,1.479168070661276
3.79,0.20539785715691936,1.14699145860539,1.0380101558989554
3.8,0.20289936310963425,1.1501778518042596,0.6049094302929886
3.81,0.20007198464280945,1.1534247719693227,0.17620888290763104
3.82,0.19692141226003654,1.1566893282446007,-0.2505757470183289
3.83,0.1934845512901741,1.1599288341677603,-0.6764056939605038
3.84,0.18982454475081809,1.1631007119648402,-1.100666241370474
3.85,0.18601724001315148,1.1661625526398454,-1.521326355181415
3.86,0.1821370773290901,1.1690723168237178,-1.9352041008840615
3.87,0.17824760649763913,1.1717886507874125,-2.3382236866063506
3.88,0.1743974887022879,1.1742712927918917,-2.725558113214858
3.89,0.17061968167509928,1.17648155617422,-3.0915837994916835
3.9,0.16693255204340182,1.1783828934584493,-3.4296837142484664
3.91,0.16334723526054937,1.1799415591093045,-3.7321352479356436
3.92,0.15988422233973162,1.181127380399701,-3.9902580231626006
3.93,0.15658828364991223,1.1819146239740757,-4.194587091183082
3.94,0.15353271016005082,1.1822829413466371,-4.33501755267348
3.95,0.15081926899106465,1.1822183753626292,-4.401294112794999
3.96,0.14857826481922934,1.181714377612766,-4.383963620160776
3.97,0.14695876723928877,1.1807727454682893,-4.275292918682652
3.98,0.14608694274513295,1.1794043995156627,-4.0686923542030256
3.99,0.1459988378784822,1.1776300720736117,-3.7550634015381896
4.0,0.14661292870460615,1.1754812870134463,-3.3138288817746235
4.01,0.14777714296440053,1.1730027146029174,-2.6643915840900005
4.02,0.14934593848208258,1.170261590597391,-1.9357082297148798
4.03,0.15123256893989712,1.1673260879558949,-1.4814132352222062
4.04,0.15341684692583812,1.1642423407687839,-1.0394818102134846
4.05,0.15591847875863069,1.1610545783122426,-0.6056548714218404
4.06,0.15875849240323556,1.1578062154161608,-0.17610469776878895
4.07,0.1619302465504277,1.154540228545072,0.2517296579819428
4.08,0.165390416411776,1.1512994088398512,0.6787756521432539
4.09,0.16906803168869877,1.1481264546818497,1.1043017874710737
4.1,0.17288213412244505,1.145063900384275,1.5261308743495299
4.11,0.1767578676608727,1.1421539011774875,1.9409581804826561
4.12,0.1806351933032952,1.1394379051586183,2.344637132891332
4.13,0.18447034218106764,1.1369562398285276,2.732318291236376
4.14,0.1882339111717393,1.1347476265292198,3.098377044374182
4.15,0.1919081846507778,1.132848615943851,3.436182729726144
4.16,0.19548013015233695,1.131292923700891,3.7379536239749314
4.17,0.1989267634325227,1.1301106534649465,3.994892408533398
4.18,0.20220188938546102,1.1293274191532994,4.1974158733998035
4.19,0.20523224649953745,1.1289633886119534,4.335414321736039
4.2,0.20791780208734625,1.1290322774282011,4.398828155463057
4.21,0.21013269612691107,1.1295403510050492,4.378588512487624
4.22,0.21173598797749174,1.13048552473959,4.267393983039036
4.23,0.21261067946591292,1.1318566282839153,4.058970817640119
4.24,0.21272288434705244,1.1336327486844577,3.744416215543738
4.25,0.21214479229932134,1.1357822700926083,3.3032070742929363
4.26,0.21101360949503586,1.1382605204851715,2.6539280316473817
4.27,0.2094644614105128,1.1410003694729065,1.9317055147983395
4.28,0.20758355677525572,1.1439341491702812,1.478459079040775
4.29,0.2053987633424423,1.1470158759076354,1.0373286136739943
4.3,0.2029002063900135,1.150201402246064,0.604258826457814
4.31,0.20007273411049586,1.1534473905211307,0.17559291839446056
4.32,0.19692206258099063,1.1567109533421829,-0.2511532091633065
4.33,0.1934851159263818,1.1599494080976767,-0.6769407284636813
4.34,0.18982504314017196,1.1631201812555991,-1.1011550220960211
4.35,0.18601768601934685,1.1661808684430384,-1.521765328429927
4.36,0.18213747300101477,1.1690894352684256,-1.9355900981402845
4.37,0.17824794100755384,1.1718045332971778,-2.3385539053610076
4.38,0.1743977394227663,1.1742859063667,-2.7258299103702455
4.39,0.1706198147621249,1.1764948736581198,-3.0917943016482363
4.4,0.16693252557907085,1.1783948938302806,-3.429829433519089
4.41,0.16334701285799066,1.1799522278318817,-3.7322120291115866
4.42,0.15988379228169267,1.181136709833657,-3.9902612156034003
4.43,0.1565876671639416,1.181922613842848,-4.19451158080439
4.44,0.15353196055356585,1.18228959924648,-4.334857952170655
4.45,0.15081847223681408,1.1822237172951358,-4.401045499280067
4.46,0.14857753969248036,1.1817184284672932,-4.38362267746168
4.47,0.14695824562036927,1.1807755393476969,-4.274858524397675
4.48,0.14608670825426118,1.1794059798643262,-4.068163643867693
4.49,0.14599886247340008,1.1776304918091345,-3.7544342313235926
4.5,0.14661308257580286,1.1754806092478534,-3.313073174018212
4.51,0.14777726922145967,1.1730010159623332,-2.663324636314742
