time_s,speed_mph,speed_ms
387,60.0,26.8224
388,60.0,26.8224
389,60.0,26.8224
390,60.0,26.8224
391,60.0,26.8224
392,60.0,26.8224
393,60.0,26.8224
394,60.0,26.8224
395,60.0,26.8224
396,60.0,26.8224
397,60.0,26.8224
398,60.0,26.8224
399,60.0,26.8224
400,60.0,26.8224
401,60.0,26.8224
402,60.0,26.8224
403,60.0,26.8224
404,60.0,26.8224
405,60.0,26.8224
406,60.0,26.8224
407,60.0,26.8224
408,60.0,26.8224
409,60.0,26.8224
410,60.0,26.8224
411,60.0,26.8224
412,60.0,26.8224
413,60.0,26.8224
414,60.0,26.8224
415,60.0,26.8224
416,60.0,26.8224
417,60.0,26.8224
418,60.0,26.8224
419,60.0,26.8224
420,60.0,26.8224
421,60.0,26.8224
422,60.0,26.8224
423,60.0,26.8224
424,60.0,26.8224
425,60.0,26.8224
426,60.0,26.8224
427,60.0,26.8224
428,60.0,26.8224
429,60.0,26.8224
430,60.0,26.8224
431,60.0,26.8224
432,60.0,26.8224
433,60.0,26.8224
434,60.0,26.8224
435,60.0,26.8224
436,60.0,26.8224
437,60.0,26.8224
438,60.0,26.8224
439,60.0,26.8224
440,60.0,26.8224
441,60.0,26.8224
442,60.0,26.8224
443,60.0,26.8224
444,60.0,26.8224
445,60.0,26.8224
446,60.0,26.8224
447,60.0,26.8224
448,60.0,26.8224
449,60.0,26.8224
450,60.0,26.8224
451,60.0,26.8224
452,60.0,26.8224
453,60.0,26.8224
454,60.0,26.8224
455,60.0,26.8224
456,60.0,26.8224
457,60.0,26.8224
458,60.0,26.8224
459,60.0,26.8224
460,60.0,26.8224
461,60.0,26.8224
462,60.0,26.8224
463,60.0,26.8224
464,60.0,26.8224
465,60.0,26.8224
466,60.0,26.8224
467,60.0,26.8224
468,60.0,26.8224
469,60.0,26.8224
470,60.0,26.8224
471,60.0,26.8224
472,60.0,26.8224
473,60.0,26.8224
474,60.0,26.8224
475,60.0,26.8224
476,60.0,26.8224
477,59.0,26.37536
478,58.0,25.92832
479,57.0,25.481279999999998
480,55.0,24.5872
481,48.0,21.45792
482,48.0,21.45792
483,48.0,21.45792
484,48.0,21.45792
485,48.0,21.45792
486,48.0,21.45792
487,48.0,21.45792
488,48.0,21.45792
489,48.0,21.45792
490,48.0,21.45792
491,48.0,21.45792
492,48.0,21.45792
493,48.0,21.45792
494,48.0,21.45792
495,48.0,21.45792
496,48.0,21.45792
497,48.0,21.45792
498,48.0,21.45792
499,48.0,21.45792
500,48.0,21.45792
501,48.0,21.45792
502,48.0,21.45792
503,48.0,21.45792
504,48.0,21.45792
505,48.0,21.45792
506,48.0,21.45792
507,48.0,21.45792
508,48.0,21.45792
509,48.0,21.45792
510,48.0,21.45792
511,48.0,21.45792
512,48.0,21.45792
513,48.0,21.45792
514,48.0,21.45792
515,48.0,21.45792
516,48.0,21.45792
517,48.0,21.45792
518,48.0,21.45792
519,48.0,21.45792
520,48.0,21.45792
521,48.0,21.45792
522,48.0,21.45792
523,48.0,21.45792
524,48.0,21.45792
525,48.0,21.45792
526,48.0,21.45792
527,48.0,21.45792
528,48.0,21.45792
529,48.0,21.45792
530,48.0,21.45792
531,48.0,21.45792
532,48.0,21.45792
533,48.0,21.45792
534,48.0,21.45792
535,48.0,21.45792
536,48.0,21.45792
537,48.0,21.45792
538,48.0,21.45792
539,48.0,21.45792
540,48.0,21.45792
541,48.0,21.45792
542,48.0,21.45792
543,48.0,21.45792
544,48.0,21.45792
545,48.0,21.45792
546,48.0,21.45792
547,48.0,21.45792
548,48.0,21.45792
549,48.0,21.45792
550,48.0,21.45792
551,48.0,21.45792
552,48.0,21.45792
553,48.0,21.45792
554,48.0,21.45792
555,48.0,21.45792
556,48.0,21.45792
557,48.0,21.45792
558,48.0,21.45792
559,48.0,21.45792
560,48.0,21.45792
561,48.0,21.45792
562,48.0,21.45792
563,48.0,21.45792
564,48.0,21.45792
565,48.0,21.45792
566,48.0,21.45792
567,48.0,21.45792
568,48.0,21.45792
569,48.0,21.45792
570,48.0,21.45792
571,48.0,21.45792
572,48.0,21.45792
573,48.0,21.45792
574,48.0,21.45792
575,48.0,21.45792
576,48.0,21.45792
577,48.0,21.45792
578,48.0,21.45792
579,48.0,21.45792
580,48.0,21.45792
581,48.0,21.45792
582,48.0,21.45792
583,48.0,21.45792
584,48.0,21.45792
585,48.0,21.45792
586,48.0,21.45792
587,48.0,21.45792
588,48.0,21.45792
589,48.0,21.45792
590,48.0,21.45792
591,48.0,21.45792
592,48.0,21.45792
593,48.0,21.45792
594,48.0,21.45792
595,48.0,21.45792
596,48.0,21.45792
597,48.0,21.45792
598,48.0,21.45792
599,48.0,21.45792
600,48.0,21.45792
601,48.0,21.45792
602,48.0,21.45792
603,48.0,21.45792
604,48.0,21.45792
605,48.0,21.45792
606,48.0,21.45792
607,48.0,21.45792
608,48.0,21.45792
609,48.0,21.45792
610,48.0,21.45792
611,48.0,21.45792
612,48.0,21.45792
613,48.0,21.45792
614,48.0,21.45792
615,48.0,21.45792
616,48.0,21.45792
617,48.0,21.45792
618,48.0,21.45792
619,48.0,21.45792
620,48.0,21.45792
621,48.0,21.45792
622,48.0,21.45792
623,48.0,21.45792
624,48.0,21.45792
625,48.0,21.45792
626,48.0,21.45792
627,48.0,21.45792
628,48.0,21.45792
629,48.0,21.45792
630,48.0,21.45792
631,48.0,21.45792
632,48.0,21.45792
633,48.0,21.45792
634,48.0,21.45792
635,48.0,21.45792
636,48.0,21.45792
637,48.0,21.45792
638,48.0,21.45792
639,48.0,21.45792
640,48.0,21.45792
641,48.0,21.45792
642,48.0,21.45792
643,48.0,21.45792
644,48.0,21.45792
645,48.0,21.45792
646,48.0,21.45792
647,48.0,21.45792
648,48.0,21.45792
649,48.0,21.45792
650,48.0,21.45792
651,48.0,21.45792
652,48.0,21.45792
653,48.0,21.45792
654,48.0,21.45792
655,48.0,21.45792
656,48.0,21.45792
657,48.0,21.45792
658,48.0,21.45792
659,48.0,21.45792
660,48.0,21.45792
661,48.0,21.45792
662,48.0,21.45792
663,48.0,21.45792
664,48.0,21.45792
665,48.0,21.45792
666,48.0,21.45792
667,48.0,21.45792
668,48.0,21.45792
669,48.0,21.45792
670,48.0,21.45792
671,48.0,21.45792
672,48.0,21.45792
673,48.0,21.45792
674,48.0,21.45792
675,48.0,21.45792
676,48.0,21.45792
677,48.0,21.45792
678,48.0,21.45792
679,48.0,21.45792
680,48.0,21.45792
681,48.0,21.45792
682,48.0,21.45792
683,48.0,21.45792
684,48.0,21.45792
685,48.0,21.45792
686,48.0,21.45792
687,48.0,21.45792
688,48.0,21.45792
689,48.0,21.45792
690,48.0,21.45792
691,48.0,21.45792
692,48.0,21.45792
693,48.0,21.45792
694,48.0,21.45792
695,48.0,21.45792
696,48.0,21.45792
697,48.0,21.45792
698,48.0,21.45792
699,48.0,21.45792
700,48.0,21.45792
701,48.0,21.45792
702,48.0,21.45792
703,48.0,21.45792
704,48.0,21.45792
705,48.0,21.45792
706,48.0,21.45792
707,48.0,21.45792
708,48.0,21.45792
709,48.0,21.45792
710,48.0,21.45792
711,48.0,21.45792
712,48.0,21.45792
713,48.0,21.45792
714,48.0,21.45792
715,48.0,21.45792
716,48.0,21.45792
717,48.0,21.45792
718,48.0,21.45792
719,48.0,21.45792
720,48.0,21.45792
721,48.0,21.45792
722,48.0,21.45792
723,48.0,21.45792
724,48.0,21.45792
725,48.0,21.45792
726,48.0,21.45792
727,48.0,21.45792
728,48.0,21.45792
729,48.0,21.45792
730,48.0,21.45792
731,48.0,21.45792
732,48.0,21.45792
733,48.0,21.45792
734,48.0,21.45792
735,48.0,21.45792
736,48.0,21.45792
737,48.0,21.45792
738,48.0,21.45792
739,48.0,21.45792
740,48.0,21.45792
741,48.0,21.45792
742,48.0,21.45792
743,48.0,21.45792
744,48.0,21.45792
745,48.0,21.45792
746,48.0,21.45792
747,48.0,21.45792
748,48.0,21.45792
749,48.0,21.45792
750,48.0,21.45792
751,48.0,21.45792
752,48.0,21.45792
753,48.0,21.45792
754,48.0,21.45792
755,48.0,21.45792
756,48.0,21.45792
757,48.0,21.45792
758,48.0,21.45792
759,48.0,21.45792
760,48.0,21.45792
761,48.0,21.45792
762,48.0,21.45792
763,48.0,21.45792
764,48.0,21.45792
765,48.0,21.45792
